ID	lnL0	lnL1
ORTHOMCL4779	 -2225.157750	 -2225.163070
ORTHOMCL3259	 -2392.253896	 -2394.671481
ORTHOMCL4274	 -2102.421846	 -2102.450185
ORTHOMCL3675	 -2874.600628	 -2879.911464
ORTHOMCL4212	 -13102.418557	 -13105.851519
ORTHOMCL4409	 -1348.525977	 -1349.896006
ORTHOMCL3559	 -4305.851061	 -4307.497969
ORTHOMCL3600	 -1803.655711	 -1804.148694
ORTHOMCL4239	 -3896.028460	 -3896.431608
ORTHOMCL4505	 -5600.878778	 -5603.349420
ORTHOMCL3725	 -2945.142607	 -2945.921387
ORTHOMCL4358	 -7461.326948	 -7461.369712
ORTHOMCL4762	 -3339.953767	 -3340.103089
ORTHOMCL3969	 -3052.552111	 -3055.571988
ORTHOMCL4645	 -1256.594917	 -1256.909584
ORTHOMCL4579	 -3883.046038	 -3884.962285
ORTHOMCL4000	 -2343.007398	 -2343.510256
ORTHOMCL5043	 -3499.796789	 -3500.199957
ORTHOMCL3664	 -1763.891953	 -1764.972114
ORTHOMCL4655	 -5065.335841	 -5069.075473
ORTHOMCL4082	 -2719.659294	 -2722.029482
ORTHOMCL3650	 -3737.047296	 -3737.528909
ORTHOMCL4819	 -4662.917268	 -4664.350363
ORTHOMCL4757	 -2412.730408	 -2413.692693
ORTHOMCL3729	 -2734.799277	 -2736.970758
ORTHOMCL3282	 -1710.335325	 -1711.984053
ORTHOMCL3525	 -2523.686254	 -2523.732250
ORTHOMCL3975	 -4295.757506	 -4296.258737
ORTHOMCL4911	 -1196.571435	 -1196.571435
ORTHOMCL4567	 -5223.467506	 -5231.451527
ORTHOMCL4532	 -4277.433884	 -4279.312755
ORTHOMCL4345	 -3982.750587	 -3983.542711
ORTHOMCL3637	 -1609.384652	 -1609.659455
ORTHOMCL4784	 -2108.766451	 -2108.965697
ORTHOMCL4444	 -1608.840089	 -1608.840089
ORTHOMCL3782	 -1770.285919	 -1770.723093
ORTHOMCL4565	  -658.827247	  -659.087431
ORTHOMCL4841	 -5923.579034	 -5924.545564
ORTHOMCL4397	 -2566.974668	 -2567.659126
ORTHOMCL4715	 -2900.984258	 -2901.019265
ORTHOMCL3364	 -4209.215199	 -4224.343968
ORTHOMCL4058	 -3234.588318	 -3236.654931
ORTHOMCL4486	 -2145.538044	 -2146.000518
ORTHOMCL4308	 -5939.681875	 -5940.467167
ORTHOMCL3704	 -1758.328429	 -1759.347758
ORTHOMCL4238	 -7652.572720	 -7654.046347
ORTHOMCL4735	 -1572.402901	 -1572.596544
ORTHOMCL4936	 -2333.211507	 -2333.426873
ORTHOMCL4858	 -3988.860963	 -3991.513054
ORTHOMCL4100	 -5788.060019	 -5788.284932
ORTHOMCL4102	 -2437.563538	 -2437.883695
ORTHOMCL3535	 -6054.583084	 -6055.550110
ORTHOMCL4412	 -5638.476868	 -5643.712335
ORTHOMCL3982	 -1363.098602	 -1364.245331
ORTHOMCL3547	 -4981.632027	 -4988.199841
ORTHOMCL3367	 -2468.670511	 -2468.959165
ORTHOMCL4585	 -4865.663348	 -4867.244563
ORTHOMCL4063	 -3678.590876	 -3679.784437
ORTHOMCL4209	 -3184.475790	 -3184.532305
ORTHOMCL3846	 -2408.498977	 -2408.827734
ORTHOMCL4864	 -3257.749051	 -3260.788493
ORTHOMCL4257	 -5393.457608	 -5394.101745
ORTHOMCL3718	 -1530.331043	 -1531.027831
ORTHOMCL4341	 -2948.252194	 -2949.599998
ORTHOMCL3826	 -1350.968174	 -1355.213708
ORTHOMCL3918	 -4693.626578	 -4695.248566
ORTHOMCL3818	  -817.333630	  -817.333629
ORTHOMCL4024	 -3799.207480	 -3800.589079
ORTHOMCL4349	 -3000.962744	 -3003.666456
ORTHOMCL3945	 -1525.207227	 -1525.773344
ORTHOMCL4564	 -2374.911902	 -2377.328501
ORTHOMCL4722	 -6818.222637	 -6819.588389
ORTHOMCL3868	 -3556.640002	 -3559.623159
ORTHOMCL3342	 -3958.213134	 -3958.458464
ORTHOMCL4890	 -1192.501986	 -1193.300175
ORTHOMCL5042	 -6129.577388	 -6135.341232
ORTHOMCL3475	 -3481.859019	 -3482.918733
ORTHOMCL4810	 -2491.481771	 -2491.946851
ORTHOMCL3832	 -16208.361726	 -16212.652794
ORTHOMCL4964	 -5462.274117	 -5462.483350
ORTHOMCL4605	 -2939.986827	 -2942.554971
ORTHOMCL3916	 -1458.315150	 -1458.315135
ORTHOMCL3654	  -981.493685	  -982.439164
ORTHOMCL4375	 -4264.558043	 -4266.442774
ORTHOMCL3634	 -1678.612769	 -1679.657802
ORTHOMCL4201	 -5831.327058	 -5832.657378
ORTHOMCL3406	 -10925.678678	 -10926.357209
ORTHOMCL5032	 -3442.324226	 -3442.532456
ORTHOMCL4699	 -1234.657046	 -1235.023892
ORTHOMCL3501	 -5454.660003	 -5456.226002
ORTHOMCL4935	 -3262.637008	 -3262.696516
ORTHOMCL4905	 -5845.993250	 -5846.902604
ORTHOMCL4740	 -1804.836454	 -1806.501671
ORTHOMCL4792	 -1166.057426	 -1167.637642
ORTHOMCL4539	 -3234.946606	 -3235.262456
ORTHOMCL4768	 -3917.605235	 -3919.446656
ORTHOMCL4503	  -836.378238	  -837.682287
ORTHOMCL3479	 -3742.417560	 -3742.652556
ORTHOMCL3679	  -921.821485	  -923.379222
ORTHOMCL3656	 -1216.182386	 -1216.182787
ORTHOMCL3717	 -6910.321414	 -6920.069716
ORTHOMCL3612	 -4278.311449	 -4279.951947
ORTHOMCL3396	 -1242.779208	 -1238.778009
ORTHOMCL4406	 -4342.858728	 -4347.746805
ORTHOMCL4758	 -2454.805633	 -2455.411361
ORTHOMCL4161	 -10160.730965	 -10163.438231
ORTHOMCL3303	 -1936.036391	 -1936.558812
ORTHOMCL4884	 -2251.708317	 -2251.879409
ORTHOMCL4172	 -3642.755754	 -3645.046125
ORTHOMCL4748	 -2324.863710	 -2330.146390
ORTHOMCL4612	 -1863.962932	 -1863.971766
ORTHOMCL4026	 -7180.024364	 -7180.652190
ORTHOMCL3608	 -1615.778164	 -1618.626935
ORTHOMCL4439	  -701.991565	  -703.081449
ORTHOMCL3881	 -1462.416304	 -1463.530599
ORTHOMCL4596	 -1588.060826	 -1588.426286
ORTHOMCL4711	 -7209.429142	 -7210.359348
ORTHOMCL4459	 -3364.510568	 -3366.174103
ORTHOMCL4950	  -971.916729	  -971.916729
ORTHOMCL4136	 -10498.213100	 -10500.095800
ORTHOMCL3482	 -1735.554117	 -1736.467281
ORTHOMCL4630	 -1846.329419	 -1848.742281
ORTHOMCL4797	 -5213.277486	 -5217.165380
ORTHOMCL4399	 -4084.216258	 -4085.145068
ORTHOMCL4273	 -2954.605314	 -2956.775248
ORTHOMCL4401	 -17837.115685	 -17840.870394
ORTHOMCL3331	 -2700.359891	 -2701.113191
ORTHOMCL3563	 -1358.805425	 -1359.063349
ORTHOMCL3895	 -3100.991568	 -3101.796396
ORTHOMCL4211	 -10627.792375	 -10629.228529
ORTHOMCL3873	 -2515.543140	 -2515.653827
ORTHOMCL3896	 -6582.369299	 -6582.756498
ORTHOMCL3284	 -1881.969846	 -1882.488962
ORTHOMCL4078	  -756.431277	  -756.485902
ORTHOMCL5037	 -3326.593409	 -3326.741500
ORTHOMCL4551	 -1095.188914	 -1095.188906
ORTHOMCL4388	 -3482.855268	 -3483.913698
ORTHOMCL3317	 -2348.139707	 -2348.349312
ORTHOMCL4240	 -1447.669943	 -1449.496502
ORTHOMCL4181	  -798.264749	  -798.264745
ORTHOMCL4059	 -3627.076135	 -3627.076135
ORTHOMCL4937	 -1631.076930	 -1632.165454
ORTHOMCL3279	 -3183.854611	 -3185.524204
ORTHOMCL4142	 -2074.328035	 -2074.843127
ORTHOMCL4429	 -1936.560829	 -1937.460172
ORTHOMCL3249	 -4082.369029	 -4083.547326
ORTHOMCL4953	 -3352.375163	 -3356.016704
ORTHOMCL4314	  -978.522296	  -978.741034
ORTHOMCL4753	 -7774.188374	 -7780.304871
ORTHOMCL4883	 -2116.268845	 -2116.284471
ORTHOMCL4852	 -2950.217439	 -2950.748172
ORTHOMCL3781	 -3761.057024	 -3762.566911
ORTHOMCL4432	 -2713.484557	 -2713.859294
ORTHOMCL4637	 -1744.405482	 -1745.377695
ORTHOMCL4541	 -10117.799375	 -10120.611758
ORTHOMCL4909	 -12442.092897	 -12442.294655
ORTHOMCL3643	 -6110.994631	 -6119.332470
ORTHOMCL3262	 -5917.075134	 -5922.093791
ORTHOMCL3712	 -4175.292083	 -4178.475866
ORTHOMCL4048	 -9684.287616	 -9701.523780
ORTHOMCL4301	 -3770.240298	 -3773.288281
ORTHOMCL3913	 -5630.829182	 -5634.506244
ORTHOMCL4254	 -1057.790188	 -1059.257051
ORTHOMCL3667	 -2392.387094	 -2394.405521
ORTHOMCL4601	 -1254.066968	 -1255.331137
ORTHOMCL4574	 -8108.284539	 -8113.522069
ORTHOMCL3851	 -8962.328079	 -8967.988641
ORTHOMCL3769	 -3881.478986	 -3882.259800
ORTHOMCL4765	 -1252.761701	 -1254.847567
ORTHOMCL4908	 -4836.027492	 -4841.068614
ORTHOMCL3726	 -1903.540883	 -1906.207227
ORTHOMCL4109	  -748.422855	  -748.450942
ORTHOMCL3619	 -3141.415602	 -3142.820087
ORTHOMCL4990	 -7643.516054	 -7644.249757
ORTHOMCL3632	 -3910.692139	 -3915.602969
ORTHOMCL4868	 -1541.204686	 -1541.332325
ORTHOMCL4255	 -1645.742861	 -1646.200823
ORTHOMCL4499	 -4763.616551	 -4764.460609
ORTHOMCL4347	 -3992.970723	 -3996.447796
ORTHOMCL4415	 -1917.587653	 -1918.682256
ORTHOMCL3553	 -2891.616215	 -2892.505276
ORTHOMCL3732	 -5756.055048	 -5756.146831
ORTHOMCL4111	 -2984.774492	 -2986.150405
ORTHOMCL3281	 -6591.053508	 -6595.444328
ORTHOMCL4966	 -3285.560565	 -3286.638322
ORTHOMCL3902	 -4023.837406	 -4027.993789
ORTHOMCL3946	 -5798.870430	 -5801.227509
ORTHOMCL3849	 -4714.620494	 -4715.952422
ORTHOMCL4441	 -1443.776424	 -1445.323710
ORTHOMCL5019	 -1802.948474	 -1802.840407
ORTHOMCL4662	 -4772.780652	 -4776.623131
ORTHOMCL3392	 -5519.382837	 -5521.495292
ORTHOMCL3526	 -1245.990945	 -1246.998549
ORTHOMCL3340	 -2287.104970	 -2287.328353
ORTHOMCL4848	 -4632.929880	 -4633.549613
ORTHOMCL3433	 -2873.698082	 -2873.817887
ORTHOMCL3481	 -3041.755843	 -3043.223139
ORTHOMCL4283	 -5435.019564	 -5435.892432
ORTHOMCL4040	 -6457.878100	 -6467.113031
ORTHOMCL4372	 -1729.205455	 -1729.893652
ORTHOMCL4970	 -1015.761670	 -1018.751493
ORTHOMCL3477	 -1212.103373	 -1212.457750
ORTHOMCL4208	 -4209.870729	 -4209.870729
ORTHOMCL3882	 -3231.278939	 -3237.953188
ORTHOMCL3960	 -8704.574957	 -8711.048942
ORTHOMCL4120	 -1417.380395	 -1417.977557
ORTHOMCL3310	 -3340.786819	 -3343.329359
ORTHOMCL3988	 -1424.654880	 -1428.041759
ORTHOMCL3354	 -2486.068479	 -2486.722193
ORTHOMCL4163	 -5522.856769	 -5523.458026
ORTHOMCL3339	 -2032.331728	 -2032.720018
ORTHOMCL3444	 -1084.622013	 -1086.044540
ORTHOMCL4392	 -2710.898925	 -2711.524494
ORTHOMCL4777	 -4826.562791	 -4828.535422
ORTHOMCL3767	 -2712.290118	 -2712.290081
ORTHOMCL4131	 -4213.876294	 -4205.682895
ORTHOMCL4587	 -1593.163046	 -1594.195234
ORTHOMCL3341	 -5663.669798	 -5664.728283
ORTHOMCL4904	 -2757.341473	 -2757.629633
ORTHOMCL3332	 -2492.268406	 -2495.198193
ORTHOMCL3925	 -1631.386603	 -1631.762290
ORTHOMCL4870	 -1385.647904	 -1386.442534
ORTHOMCL3836	 -3748.919245	 -3749.175561
ORTHOMCL3663	  -999.845889	  -999.956799
ORTHOMCL3936	 -3735.743214	 -3742.261369
ORTHOMCL4969	 -5467.249914	 -5467.466202
ORTHOMCL4049	 -2335.751906	 -2337.695026
ORTHOMCL3749	 -4615.330684	 -4616.749334
ORTHOMCL4591	 -4441.408488	 -4441.944947
ORTHOMCL4435	  -983.151838	  -984.579908
ORTHOMCL3997	 -9261.883604	 -9270.301336
ORTHOMCL4422	 -3711.795537	 -3709.715394
ORTHOMCL4827	 -2628.290396	 -2633.106098
ORTHOMCL3565	 -4879.016536	 -4879.394490
ORTHOMCL4786	 -3904.046672	 -3904.162199
ORTHOMCL3521	 -5752.086812	 -5760.656460
ORTHOMCL4656	 -3188.915967	 -3190.179646
ORTHOMCL3567	 -2701.328975	 -2702.312392
ORTHOMCL4948	 -5417.918860	 -5418.979769
ORTHOMCL4054	 -1540.446024	 -1541.839306
ORTHOMCL4879	 -2261.455798	 -2261.567079
ORTHOMCL3815	 -4167.687469	 -4164.894799
ORTHOMCL4531	 -3022.977260	 -3023.967984
ORTHOMCL4307	 -9510.070776	 -9511.387258
ORTHOMCL5033	 -10971.065059	 -10972.063652
ORTHOMCL4831	 -5033.354278	 -5034.835211
ORTHOMCL5020	 -2889.463923	 -2892.961578
ORTHOMCL3833	 -5455.536206	 -5463.559967
ORTHOMCL4648	 -1141.227635	 -1141.302114
ORTHOMCL3827	 -3365.797396	 -3365.866721
ORTHOMCL4874	 -1556.895719	 -1557.124699
ORTHOMCL4493	 -6361.050395	 -6363.823672
ORTHOMCL4353	 -9033.236702	 -9046.771216
ORTHOMCL4849	 -4483.317790	 -4485.979966
ORTHOMCL3403	 -4629.768328	 -4637.015195
ORTHOMCL4588	 -9123.798183	 -9129.997968
ORTHOMCL4721	 -4484.171254	 -4488.084015
ORTHOMCL4342	 -1982.426410	 -1986.460780
ORTHOMCL3344	 -5106.027110	 -5107.392515
ORTHOMCL4127	 -1654.771337	 -1655.116466
ORTHOMCL3876	 -3379.789419	 -3380.447992
ORTHOMCL5026	 -2245.818536	 -2246.621805
ORTHOMCL4806	 -5286.854111	 -5287.060311
ORTHOMCL4177	 -1220.441152	 -1223.325219
ORTHOMCL4972	 -5157.695407	 -5163.188154
ORTHOMCL4497	 -3216.538368	 -3217.381052
ORTHOMCL4562	  -719.097603	  -719.097603
ORTHOMCL4306	 -4982.979722	 -4988.999760
ORTHOMCL4739	  -748.198489	  -748.315469
ORTHOMCL4507	 -2585.235279	 -2586.895114
ORTHOMCL4243	 -1509.758713	 -1512.814139
ORTHOMCL3914	 -3253.347473	 -3255.296277
ORTHOMCL4898	 -1068.785683	 -1065.542768
ORTHOMCL3291	 -1482.673279	 -1484.221294
ORTHOMCL4094	 -3967.360533	 -3969.941174
ORTHOMCL4931	 -2910.752681	 -2913.031055
ORTHOMCL4330	 -3335.498122	 -3337.678230
ORTHOMCL3701	 -3349.796124	 -3351.656453
ORTHOMCL4853	  -892.029499	  -892.467391
ORTHOMCL3252	 -1592.535608	 -1594.536084
ORTHOMCL4571	 -3258.852480	 -3271.230060
ORTHOMCL4987	 -2285.276958	 -2285.277492
ORTHOMCL3981	 -7715.925380	 -7717.758593
ORTHOMCL4216	 -4513.786871	 -4515.914104
ORTHOMCL5027	 -2564.960814	 -2565.079071
ORTHOMCL4147	  -745.542206	  -745.783047
ORTHOMCL3585	  -818.120846	  -820.102784
ORTHOMCL4072	 -3622.003612	 -3627.904665
ORTHOMCL4834	 -2780.001222	 -2782.779707
ORTHOMCL3961	 -1572.351029	 -1574.208856
ORTHOMCL4971	 -1778.006915	 -1778.006915
ORTHOMCL4417	 -1313.374022	 -1317.643557
ORTHOMCL4726	 -2788.195785	 -2788.257248
ORTHOMCL4230	 -1277.551502	 -1278.421779
ORTHOMCL3476	 -3003.796891	 -3004.540139
ORTHOMCL3742	 -3197.053568	 -3198.218779
ORTHOMCL3630	  -907.894369	  -908.364686
ORTHOMCL3542	 -12894.149891	 -12898.278870
ORTHOMCL3369	 -2218.621858	 -2218.873264
ORTHOMCL4069	 -4475.878156	 -4477.090482
ORTHOMCL3805	 -3858.252052	 -3861.896046
ORTHOMCL3527	  -366.373518	  -366.797937
ORTHOMCL4847	 -4254.627785	 -4256.103171
ORTHOMCL3371	 -4462.641590	 -4462.908054
ORTHOMCL3888	 -3304.433571	 -3304.671410
ORTHOMCL3628	 -2694.560696	 -2696.017252
ORTHOMCL4629	 -5522.268652	 -5523.739479
ORTHOMCL4859	 -2176.978950	 -2177.311551
ORTHOMCL3884	 -4435.789819	 -4444.641509
ORTHOMCL3890	 -1954.111577	 -1954.177760
ORTHOMCL3399	   -77.604005	   -77.604005
ORTHOMCL3224	 -2609.880158	 -2610.332909
ORTHOMCL4357	 -1448.729063	 -1448.882074
ORTHOMCL3539	 -3983.509759	 -3984.659948
ORTHOMCL3673	 -2976.954669	 -2976.657988
ORTHOMCL3580	 -3305.147120	 -3306.267640
ORTHOMCL4928	 -1741.573524	 -1741.573506
ORTHOMCL3381	 -1289.074914	 -1289.439929
ORTHOMCL3923	 -3349.820851	 -3352.715120
ORTHOMCL4258	 -10796.477267	 -10803.019160
ORTHOMCL4545	 -1518.797077	 -1519.547750
ORTHOMCL3702	   -86.921669	   -86.921669
ORTHOMCL4809	 -2137.130292	 -2141.799994
ORTHOMCL4767	  -991.111265	  -991.336703
ORTHOMCL4099	 -3777.519315	 -3785.404426
ORTHOMCL3924	 -4738.214892	 -4740.725082
ORTHOMCL3544	 -3391.818373	 -3393.063928
ORTHOMCL4666	 -2554.835613	 -2555.074630
ORTHOMCL4690	  -807.205514	  -807.314854
ORTHOMCL4780	 -13000.321039	 -13003.089374
ORTHOMCL4164	 -2085.817294	 -2086.548358
ORTHOMCL3713	 -7392.754275	 -7393.477054
ORTHOMCL4247	 -2671.513290	 -2673.488402
ORTHOMCL4938	 -3023.629611	 -3027.159284
ORTHOMCL3994	 -2806.432054	 -2806.808385
ORTHOMCL4413	 -7691.313103	 -7693.674183
ORTHOMCL3473	 -10070.899031	 -10072.620601
ORTHOMCL4500	  -954.359087	  -955.602681
ORTHOMCL3352	 -1761.547397	 -1761.854849
ORTHOMCL3263	 -2963.295360	 -2965.321228
ORTHOMCL4466	 -1960.305538	 -1960.315692
ORTHOMCL4304	  -851.859218	  -856.037945
ORTHOMCL4983	 -1606.574629	 -1606.768368
ORTHOMCL4434	 -3869.234514	 -3871.789643
ORTHOMCL4031	  -548.337884	  -548.338175
ORTHOMCL3956	 -3664.698055	 -3668.425735
ORTHOMCL3647	 -3252.641930	 -3253.309633
ORTHOMCL3557	  -163.394074	  -164.688330
ORTHOMCL3684	 -1312.114277	 -1312.158723
ORTHOMCL4416	 -1714.849574	 -1715.106888
ORTHOMCL4321	 -1662.712279	 -1666.267249
ORTHOMCL4294	 -5860.543772	 -5863.326534
ORTHOMCL4350	 -1608.603981	 -1608.661678
ORTHOMCL3636	 -7862.891483	 -7869.826505
ORTHOMCL4186	 -2491.543616	 -2491.906389
ORTHOMCL4743	 -5712.335678	 -5715.137567
ORTHOMCL3644	 -1878.550970	 -1879.459665
ORTHOMCL3417	 -6366.265425	 -6367.941906
ORTHOMCL4801	 -2170.404867	 -2175.627787
ORTHOMCL4336	 -1385.400442	 -1385.481336
ORTHOMCL3524	  -521.401246	  -521.403281
ORTHOMCL4035	 -5132.949014	 -5135.325609
ORTHOMCL3777	 -2656.808079	 -2661.669515
ORTHOMCL3766	 -4376.363325	 -4377.694885
ORTHOMCL3349	 -2867.270014	 -2867.789396
ORTHOMCL3683	 -11398.161498	 -11407.374830
ORTHOMCL4404	 -4233.986143	 -4234.294291
ORTHOMCL3515	 -2442.054243	 -2442.054243
ORTHOMCL4194	 -2688.973810	 -2692.788935
ORTHOMCL3807	 -1681.252010	 -1682.595073
ORTHOMCL4091	 -2254.736736	 -2255.794905
ORTHOMCL3789	 -2179.994128	 -2180.171311
ORTHOMCL4903	 -6430.595662	 -6443.978550
ORTHOMCL3427	 -2145.796279	 -2146.081133
ORTHOMCL3268	  -179.245292	  -181.916354
ORTHOMCL3821	 -2526.647158	 -2526.839813
ORTHOMCL3841	 -5063.695054	 -5067.932272
ORTHOMCL4073	 -3606.949092	 -3608.247748
ORTHOMCL5015	 -3606.288864	 -3608.851975
ORTHOMCL4622	 -4415.802378	 -4416.640640
ORTHOMCL4324	 -2465.182069	 -2466.729892
ORTHOMCL4829	 -3581.847496	 -3584.010677
ORTHOMCL4071	 -2582.719090	 -2584.294670
ORTHOMCL3502	 -2532.150305	 -2532.379137
ORTHOMCL4242	 -3676.616341	 -3679.601030
ORTHOMCL3531	  -834.837945	  -834.837945
ORTHOMCL3837	 -1191.953399	 -1193.496667
ORTHOMCL4728	 -7016.751889	 -7017.530746
ORTHOMCL3646	 -2348.139605	 -2349.156523
ORTHOMCL4951	 -2135.340568	 -2135.607572
ORTHOMCL4510	 -1336.567661	 -1336.620708
ORTHOMCL3582	 -1846.912095	 -1851.667760
ORTHOMCL3973	 -1226.819668	 -1228.217024
ORTHOMCL4863	  -718.608266	  -718.985295
ORTHOMCL4166	 -5635.590024	 -5639.214907
ORTHOMCL3361	 -8379.005486	 -8382.272038
ORTHOMCL3589	 -2108.671582	 -2109.816114
ORTHOMCL3653	 -5836.313063	 -5839.481679
ORTHOMCL4192	 -1434.411120	 -1437.283432
ORTHOMCL4530	 -9852.460016	 -9856.126442
ORTHOMCL4478	  -253.069279	  -253.069279
ORTHOMCL3575	 -2833.126742	 -2839.993874
ORTHOMCL3522	 -2811.702576	 -2815.516173
ORTHOMCL3887	 -2646.334987	 -2650.945834
ORTHOMCL4112	 -2236.688355	 -2236.805006
ORTHOMCL4994	 -2642.438507	 -2645.167530
ORTHOMCL4550	  -956.404006	  -957.643325
ORTHOMCL3828	 -2274.615302	 -2274.985421
ORTHOMCL4632	  -703.417765	  -703.426911
ORTHOMCL3985	 -1432.307883	 -1432.485613
ORTHOMCL3465	 -5863.444144	 -5871.453714
ORTHOMCL3709	  -730.183640	  -730.206534
ORTHOMCL4027	 -3727.662079	 -3733.703550
ORTHOMCL4681	 -2874.529815	 -2876.224847
ORTHOMCL3333	 -3415.006615	 -3417.498052
ORTHOMCL4560	 -3019.222995	 -3019.294819
ORTHOMCL3687	 -1699.283820	 -1699.283820
ORTHOMCL4725	 -5500.505712	 -5502.953161
ORTHOMCL3874	 -7025.243423	 -7026.477048
ORTHOMCL4386	 -3539.708335	 -3544.104195
ORTHOMCL3516	 -4950.062784	 -4950.524517
ORTHOMCL4047	 -4032.589813	 -4033.641352
ORTHOMCL4616	 -3380.319134	 -3380.891709
ORTHOMCL3543	 -6049.092747	 -6051.511011
ORTHOMCL4973	 -8875.236809	 -8887.826254
ORTHOMCL3878	 -4846.551844	 -4848.784600
ORTHOMCL3478	 -1142.735457	 -1144.743985
ORTHOMCL3343	 -6050.629253	 -6053.030536
ORTHOMCL4292	 -1956.877121	 -1956.988192
ORTHOMCL3239	 -1925.140483	 -1925.417678
ORTHOMCL3724	 -6655.940240	 -6659.580023
ORTHOMCL4534	 -3239.859336	 -3243.667386
ORTHOMCL4473	 -2042.175949	 -2042.212705
ORTHOMCL3217	 -3559.081376	 -3560.793059
ORTHOMCL4280	 -3798.190108	 -3799.346415
ORTHOMCL4773	 -6955.955365	 -6964.015925
ORTHOMCL3254	 -2638.566242	 -2638.573057
ORTHOMCL4625	 -3593.868308	 -3594.360547
ORTHOMCL3948	 -2218.317593	 -2220.808228
ORTHOMCL3326	 -1850.582590	 -1851.691525
ORTHOMCL4647	 -2550.688755	 -2551.374556
ORTHOMCL3385	 -3482.510993	 -3482.780281
ORTHOMCL4226	 -1522.016638	 -1522.969925
ORTHOMCL3490	 -2452.757194	 -2452.876447
ORTHOMCL3508	 -1125.745360	 -1125.949733
ORTHOMCL4414	 -3007.740114	 -3008.525977
ORTHOMCL4480	 -5270.825350	 -5274.664047
ORTHOMCL3323	 -2099.535694	 -2102.828808
ORTHOMCL4180	 -3942.678884	 -3945.592744
ORTHOMCL4290	 -3453.492954	 -3455.123658
ORTHOMCL4291	 -2748.917856	 -2749.158795
ORTHOMCL4256	 -2181.477018	 -2182.520218
ORTHOMCL4103	 -2930.486653	 -2935.356702
ORTHOMCL3820	 -3063.526966	 -3065.671550
ORTHOMCL3440	 -2477.459383	 -2482.011118
ORTHOMCL3658	 -6943.819963	 -6944.669881
ORTHOMCL3210	 -5313.380959	 -5317.275693
ORTHOMCL3221	 -4427.076439	 -4429.017729
ORTHOMCL4475	    -5.760696	    -5.760696
ORTHOMCL3719	 -2252.649169	 -2252.780856
ORTHOMCL4857	 -6844.247267	 -6844.277503
ORTHOMCL4691	 -6279.823773	 -6280.369645
ORTHOMCL4781	 -3283.241958	 -3287.002825
ORTHOMCL4278	 -4242.105139	 -4242.714843
ORTHOMCL3348	 -1734.578909	 -1735.157952
ORTHOMCL3980	 -1707.250948	 -1708.486381
ORTHOMCL4671	 -2029.890114	 -2033.519546
ORTHOMCL3813	 -4858.110468	 -4859.198117
ORTHOMCL4796	  -351.408345	  -351.719007
ORTHOMCL4378	 -8521.493462	 -8526.449994
ORTHOMCL3441	 -2517.249668	 -2517.257841
ORTHOMCL4660	 -1592.968529	 -1595.455067
ORTHOMCL4064	 -5013.436531	 -5017.529442
ORTHOMCL3513	 -10928.650154	 -10930.615914
ORTHOMCL4594	  -560.809259	  -563.804592
ORTHOMCL4477	 -2905.379356	 -2905.563897
ORTHOMCL4889	 -5733.913536	 -5741.786306
ORTHOMCL4158	 -5366.510418	 -5370.866578
ORTHOMCL3411	 -3530.350128	 -3530.350128
ORTHOMCL4289	 -1082.565439	 -1084.815902
ORTHOMCL4008	 -7138.192928	 -7142.240494
ORTHOMCL3536	 -1163.318059	 -1164.599542
ORTHOMCL3523	  -733.591321	  -733.591677
ORTHOMCL4636	 -4142.836840	 -4144.895612
ORTHOMCL4577	 -2080.581059	 -2081.589499
ORTHOMCL4326	 -1482.925041	 -1484.709388
ORTHOMCL3577	 -3087.947338	 -3088.166291
ORTHOMCL5001	 -2314.508026	 -2314.857354
ORTHOMCL4766	 -11950.775977	 -11954.145010
ORTHOMCL4807	 -9981.244904	 -9991.120517
ORTHOMCL4009	 -1709.004826	 -1710.837224
ORTHOMCL4430	  -952.424775	  -953.218083
ORTHOMCL3450	 -3456.002621	 -3456.132852
ORTHOMCL3492	 -1770.924124	 -1771.072446
ORTHOMCL3638	 -2968.689365	 -2971.461567
ORTHOMCL3962	  -870.625531	  -872.635790
ORTHOMCL3814	 -1703.701463	 -1704.311274
ORTHOMCL4689	 -2636.717810	 -2636.717810
ORTHOMCL3787	 -2482.761421	 -2486.556912
ORTHOMCL3212	 -4325.945930	 -4333.807199
ORTHOMCL3491	 -1982.859563	 -1986.249374
ORTHOMCL4285	 -1185.214126	 -1185.393573
ORTHOMCL3505	 -4860.960459	 -4864.913618
ORTHOMCL3520	 -1078.767361	 -1078.768065
ORTHOMCL4149	 -5025.079833	 -5028.762969
ORTHOMCL5000	 -1873.896147	 -1873.952277
ORTHOMCL3862	 -3522.494389	 -3523.037791
ORTHOMCL4331	 -1920.331813	 -1920.655027
ORTHOMCL3978	 -2794.566131	 -2797.231473
ORTHOMCL3493	 -2815.475650	 -2818.144889
ORTHOMCL4896	 -2321.598570	 -2322.387600
ORTHOMCL3541	 -3982.506751	 -3982.774312
ORTHOMCL4614	  -795.718994	  -797.036556
ORTHOMCL4309	 -2469.708237	 -2470.578028
ORTHOMCL3861	 -5000.218367	 -5000.095148
ORTHOMCL4495	 -8179.633500	 -8187.803942
ORTHOMCL3398	 -7682.536046	 -7682.804296
ORTHOMCL3751	 -1299.604880	 -1300.461169
ORTHOMCL3250	 -3059.944819	 -3060.545016
ORTHOMCL4516	 -3297.737947	 -3298.439539
ORTHOMCL4997	  -816.313911	  -817.962577
