ID	lnL0	lnL1
ORTHOMCL4538	 -2471.412397	 -2471.412397
ORTHOMCL2442	  -634.480089	  -634.590290
ORTHOMCL9159	 -1420.618928	 -1420.618928
ORTHOMCL8508	 -2369.711544	 -2369.711544
ORTHOMCL9314	  -484.498768	  -484.498768
ORTHOMCL8811		  -207.702451
ORTHOMCL6219	 -1594.310753	 -1594.310754
ORTHOMCL1727	 -3176.984905	 -3177.291308
ORTHOMCL7812	  -671.166442	  -671.166442
ORTHOMCL4604	 -1348.626247	 -1348.626245
ORTHOMCL9302	 -3340.830329	 -3345.020742
ORTHOMCL7767	 -4700.002427	 -4700.002427
ORTHOMCL4958	 -1815.327392	 -1815.327392
ORTHOMCL9929	 -2977.598050	 -2977.598050
ORTHOMCL9756	  -189.728585	  -189.728585
ORTHOMCL4214	  -167.675388	  -167.675388
ORTHOMCL9841	 -1731.228471	 -1731.228469
ORTHOMCL2251	  -500.245565	  -500.275943
ORTHOMCL8751	 -1405.482374	 -1405.684427
ORTHOMCL1504	 -2299.528200	 -2299.528200
ORTHOMCL3749	 -2587.276554	 -2587.276554
ORTHOMCL3820	 -1656.946993	 -1656.946993
ORTHOMCL3414	 -2000.946196	 -2000.946196
ORTHOMCL3485	 -4024.260830	 -4027.296800
ORTHOMCL1949	 -6765.248758	 -6765.248758
ORTHOMCL2748	 -1370.721773	 -1370.721773
ORTHOMCL7479	 -3377.662604	 -3377.662604
ORTHOMCL6148	 -1281.944821	 -1282.148772
ORTHOMCL9776	 -2397.234511	 -2397.234511
ORTHOMCL4852	 -1620.480369	 -1620.480369
ORTHOMCL8789	 -2439.233258	 -2439.259020
ORTHOMCL1890	 -3660.099747	 -3660.099747
ORTHOMCL4215	 -3738.632009	 -3738.632009
ORTHOMCL9982	 -1170.357262	 -1170.357262
ORTHOMCL1400	  -429.913227	  -429.913227
ORTHOMCL2129	 -1779.126201	 -1779.126201
ORTHOMCL712	 -1504.454943	 -1504.454943
ORTHOMCL3599	 -3651.846097	 -3651.846097
ORTHOMCL9621	  -843.496279	  -843.931536
ORTHOMCL3625	 -1410.246917	 -1410.246917
ORTHOMCL7786	 -1535.245999	 -1535.245999
ORTHOMCL2642	 -4113.544678	 -4113.544678
ORTHOMCL5002	 -5612.116588	 -5612.116588
ORTHOMCL10068	   -21.146372	   -22.568470
ORTHOMCL9351	  -894.943419	  -894.943419
ORTHOMCL9914	 -2103.008647	 -2103.006725
ORTHOMCL10212	  -895.454649	  -895.454649
ORTHOMCL5808	 -2559.315856	 -2560.104308
ORTHOMCL2994	 -3363.827926	 -3363.827926
ORTHOMCL9368	 -2538.623749	 -2538.623749
ORTHOMCL9263	 -2093.752339	 -2093.752339
ORTHOMCL1346	 -1972.597380	 -1972.597380
ORTHOMCL5391	 -2662.299257	 -2662.301900
ORTHOMCL9830	 -2844.322885	 -2844.323274
ORTHOMCL8681	 -1286.255849	 -1286.255849
ORTHOMCL7154	 -1874.573228	 -1874.573228
ORTHOMCL4514	 -1064.357848	 -1065.751940
ORTHOMCL5384	 -2190.177776	 -2190.177776
ORTHOMCL11188	 -1041.714586	 -1041.678135
ORTHOMCL11525	 -1108.560435	 -1108.560435
ORTHOMCL7627	 -3561.168980	 -3561.168981
ORTHOMCL2551	 -3173.228536	 -3174.192357
ORTHOMCL3001	 -1434.608131	 -1434.604703
ORTHOMCL2660	 -4125.803274	 -4125.803271
ORTHOMCL3946	 -3349.444875	 -3349.444875
ORTHOMCL1531	 -2894.602179	 -2894.602179
ORTHOMCL1035	 -2545.398075	 -2545.836309
ORTHOMCL2243	 -2148.569369	 -2148.569369
ORTHOMCL5994	  -482.039291	  -482.039315
ORTHOMCL10244	 -1452.706252	 -1452.706253
ORTHOMCL7782	 -3893.849676	 -3893.849676
ORTHOMCL3340	 -1192.967500	 -1192.967500
ORTHOMCL9005	 -3524.869507	 -3524.869508
ORTHOMCL2888	  -262.815410	  -262.815410
ORTHOMCL4505	 -2896.286292	 -2896.286292
ORTHOMCL1717	 -7345.115249	 -7345.115250
ORTHOMCL9324	 -1775.729626	 -1775.729626
ORTHOMCL1958	 -3707.608527	 -3707.608527
ORTHOMCL3269	 -1630.212640	 -1630.212640
ORTHOMCL5870	 -1244.992780	 -1244.992780
ORTHOMCL2863	 -2172.336435	 -2172.336435
ORTHOMCL2934	 -1594.114171	 -1594.114171
ORTHOMCL2266	 -1699.625081	 -1704.779854
ORTHOMCL9235	 -1576.570707	 -1576.570707
ORTHOMCL9814	  -510.431063	  -510.822235
ORTHOMCL11551	  -551.446884	  -551.446884
ORTHOMCL3684	  -590.920799	  -590.920799
ORTHOMCL11954	 -2364.004041	 -2364.004039
ORTHOMCL6174	 -1751.215616	 -1751.215616
ORTHOMCL9357	 -1787.035594	 -1787.035594
ORTHOMCL10102	 -3844.422741	 -3844.422741
ORTHOMCL2969	  -184.100356	  -184.100356
ORTHOMCL2901	 -2695.786089	 -2695.786089
ORTHOMCL5036	 -1389.218286	 -1389.218286
ORTHOMCL4573	  -853.176829	  -855.079039
ORTHOMCL3007	 -2495.886404	 -2495.886404
ORTHOMCL9028	 -1764.308158	 -1764.537990
ORTHOMCL4243	 -1078.600505	 -1078.600505
ORTHOMCL8456	 -1959.970620	 -1962.819938
ORTHOMCL3368	 -2980.215709	 -2980.215709
ORTHOMCL2130	 -3327.360212	 -3327.360214
ORTHOMCL8772	 -1114.503992	 -1114.504279
ORTHOMCL9331	 -2771.713287	 -2771.713287
ORTHOMCL9808	 -1713.104238	 -1713.104238
ORTHOMCL9167	 -1129.199644	 -1129.199644
ORTHOMCL7058	 -1521.954182	 -1521.954182
ORTHOMCL2497	 -1851.251976	 -1851.251976
ORTHOMCL243	 -1574.314481	 -1574.314481
ORTHOMCL4703	  -525.509549	  -525.509549
ORTHOMCL1708	 -1940.174255	 -1940.174255
ORTHOMCL4434	 -2672.845981	 -2672.845981
ORTHOMCL7314	 -1073.180511	 -1073.177966
ORTHOMCL9034	 -1439.060765	 -1439.060765
ORTHOMCL9609	 -1534.559459	 -1537.843199
ORTHOMCL7143	 -5352.350736	 -5352.572325
ORTHOMCL3685	 -1438.907677	 -1438.907677
ORTHOMCL6132	  -774.135561	  -774.135561
ORTHOMCL11876	 -2222.582523	 -2222.582523
ORTHOMCL2336	 -1153.521494	 -1154.969841
ORTHOMCL9970	 -1857.095798	 -1857.095798
ORTHOMCL4104	 -1105.080465	 -1105.080465
ORTHOMCL5806	  -771.086215	  -771.086215
ORTHOMCL4895	 -3931.165223	 -3931.165223
ORTHOMCL5616	 -2127.845907	 -2127.845907
ORTHOMCL4317	 -2198.470097	 -2200.078585
ORTHOMCL10042	 -1429.828693	 -1429.828693
ORTHOMCL1670	 -3656.720195	 -3656.720194
ORTHOMCL10021	 -1375.221846	 -1375.234164
ORTHOMCL1375	 -2008.709750	 -2008.709750
ORTHOMCL7315	  -563.369228	  -563.369228
ORTHOMCL1323	 -2516.174072	 -2516.991879
ORTHOMCL3711	 -2794.465228	 -2794.465228
ORTHOMCL1047	 -1034.374127	 -1034.374127
ORTHOMCL4706	 -2103.244486	 -2103.244486
ORTHOMCL4348	  -617.378409	  -617.378410
ORTHOMCL6198	 -5645.402120	 -5645.406274
ORTHOMCL4846	  -642.295757	  -642.351570
ORTHOMCL5944	 -2578.355735	 -2578.355734
ORTHOMCL3536	  -623.535725	  -623.535725
ORTHOMCL9114	  -677.334110	  -678.338685
ORTHOMCL4155	 -3432.200041	 -3432.200040
ORTHOMCL2745	 -2854.596912	 -2854.596912
ORTHOMCL4299	  -861.487571	  -861.487571
ORTHOMCL3387	 -1861.493672	 -1861.493672
ORTHOMCL10274	 -3121.109616	 -3121.109616
ORTHOMCL5992	 -1028.184746	 -1028.184746
ORTHOMCL3591	 -3649.611201	 -3649.773363
ORTHOMCL9030	  -791.705119	  -791.705119
ORTHOMCL10097	 -2908.802378	 -2908.802378
ORTHOMCL5640	 -2199.743888	 -2199.743888
ORTHOMCL1658	 -1182.798705	 -1182.798705
ORTHOMCL8742	 -4887.154006	 -4887.154656
ORTHOMCL1859	 -2287.549213	 -2287.549213
ORTHOMCL9547	  -504.375060	  -504.375060
ORTHOMCL6185	 -2066.320024	 -2066.493681
ORTHOMCL8529	 -3142.801053	 -3142.801053
ORTHOMCL3908	 -1566.214280	 -1566.630573
ORTHOMCL4207	 -1693.340578	 -1693.340578
ORTHOMCL9581	 -1523.725596	 -1523.725596
ORTHOMCL1409	 -1711.307750	 -1711.307750
ORTHOMCL2259	 -6002.720281	 -6002.720281
ORTHOMCL5797	  -726.940948	  -726.940948
ORTHOMCL9675	 -2660.220315	 -2660.220315
ORTHOMCL850	 -3279.117083	 -3279.117082
ORTHOMCL7082	 -3180.175850	 -3180.175850
ORTHOMCL7506	  -205.909302	  -205.909302
ORTHOMCL2634	 -9608.952091	 -9608.952091
ORTHOMCL2163	 -1790.209438	 -1790.209438
ORTHOMCL4127	 -1336.126719	 -1336.126719
ORTHOMCL9264	  -661.842050	  -661.842050
ORTHOMCL5759	 -1822.881230	 -1822.881230
ORTHOMCL5587	 -1330.774040	 -1330.774040
ORTHOMCL5961	 -3955.800696	 -3955.800696
ORTHOMCL4206	 -2611.497695	 -2611.497183
ORTHOMCL4497	 -1681.989157	 -1681.989157
ORTHOMCL1776	  -523.390923	  -523.390923
ORTHOMCL5941	 -1823.036494	 -1823.036495
ORTHOMCL3221	 -2510.277609	 -2510.277609
ORTHOMCL5865	 -1311.894055	 -1311.894055
ORTHOMCL7670	 -3085.697100	 -3085.697100
ORTHOMCL2833	  -961.906682	  -961.917768
ORTHOMCL9256	 -13431.805388	 -13431.805388
ORTHOMCL6055	 -1479.109227	 -1479.109222
ORTHOMCL9112	  -367.157548	  -367.157548
ORTHOMCL6221	 -1328.990727	 -1328.990727
ORTHOMCL9844	 -1403.323518	 -1403.323518
ORTHOMCL9504	 -2633.101819	 -2633.101819
ORTHOMCL5565	  -999.793282	  -999.793285
ORTHOMCL11899	  -557.170534	  -570.604960
ORTHOMCL7290	 -1106.038354	 -1106.038354
ORTHOMCL4685	  -678.689449	  -678.689337
ORTHOMCL6118	 -1751.587937	 -1753.496255
ORTHOMCL1394	 -1070.969712	 -1070.969712
ORTHOMCL3537	 -1439.614143	 -1439.614143
ORTHOMCL4700	 -1239.854451	 -1239.854451
ORTHOMCL776	 -2479.447517	 -2479.447517
ORTHOMCL9189	 -1042.318594	 -1042.454772
ORTHOMCL8639	 -1409.285503	 -1409.285503
ORTHOMCL3739	 -5125.039006	 -5125.039006
ORTHOMCL8532	 -3556.028081	 -3556.028081
ORTHOMCL5611	 -7156.684849	 -7156.684849
ORTHOMCL3389	 -1493.140545	 -1492.822032
ORTHOMCL9018	  -757.829720	  -757.829720
ORTHOMCL1676	 -2783.671955	 -2783.671955
ORTHOMCL9229	 -1011.285341	 -1011.285341
ORTHOMCL7189	  -648.180710	  -648.240553
ORTHOMCL5557	 -1144.191436	 -1144.191439
ORTHOMCL9238	 -4466.053373	 -4466.053372
ORTHOMCL5001	 -1345.186271	 -1345.341422
ORTHOMCL2396	 -5686.815458	 -5686.815458
ORTHOMCL7171	 -6059.167600	 -6059.167600
ORTHOMCL5758	  -721.905339	  -721.905339
ORTHOMCL7090	 -2428.977234	 -2428.977234
ORTHOMCL4730	  -515.854769	  -515.877117
ORTHOMCL3717	 -3602.280447	 -3602.280447
ORTHOMCL1613	 -1325.363307	 -1325.363307
ORTHOMCL1791	 -2620.944648	 -2621.020070
ORTHOMCL1410	  -867.286472	  -867.286472
ORTHOMCL10046	 -1023.142191	 -1023.142213
ORTHOMCL4504	 -1760.534728	 -1762.088420
ORTHOMCL6124	  -908.523489	  -908.523488
ORTHOMCL8806	 -2638.284924	 -2638.284922
ORTHOMCL3898	 -1270.839272	 -1270.839272
ORTHOMCL3804	 -1900.723698	 -1900.723698
ORTHOMCL5742	  -467.297603	  -467.297603
ORTHOMCL4845	 -1206.807770	 -1206.807770
ORTHOMCL5649	 -1239.482900	 -1239.482900
ORTHOMCL2715	 -1968.939819	 -1970.032925
ORTHOMCL3849	 -2275.497332	 -2276.537790
ORTHOMCL3765	 -1143.753216	 -1143.829129
ORTHOMCL3277	 -3084.434828	 -3084.434828
ORTHOMCL9668	  -893.066941	  -893.066987
ORTHOMCL2956	  -996.378686	  -996.378686
ORTHOMCL6231	 -1745.491854	 -1745.491854
ORTHOMCL5927	  -666.614178	  -666.614178
ORTHOMCL2268	 -2748.069444	 -2748.069445
ORTHOMCL3914	 -1883.811107	 -1883.811105
ORTHOMCL9571	 -3900.142495	 -3900.142495
ORTHOMCL6034	 -2071.263240	 -2071.263240
ORTHOMCL4948	 -3324.784443	 -3324.808136
ORTHOMCL8676	 -2325.180816	 -2325.180816
ORTHOMCL6228	 -1093.306170	 -1093.306170
ORTHOMCL3770	 -2146.907914	 -2146.907914
ORTHOMCL9105	 -1658.044221	 -1658.044221
ORTHOMCL2489	 -3972.913634	 -3972.913634
ORTHOMCL7666	 -1973.967372	 -1973.967372
ORTHOMCL389	 -2780.844337	 -2782.721416
ORTHOMCL8664	 -4028.726438	 -4028.726438
ORTHOMCL4587	  -926.181384	  -926.181384
ORTHOMCL9595	 -1061.102754	 -1061.102780
ORTHOMCL8814	 -1771.551739	 -1772.133897
ORTHOMCL9983	 -1039.835658	 -1039.835658
ORTHOMCL4460	  -142.923205	  -142.923205
ORTHOMCL2856	 -1250.575868	 -1250.576720
ORTHOMCL2823	 -5628.109919	 -5628.109919
ORTHOMCL4400	 -2803.532367	 -2804.243010
ORTHOMCL2382	  -402.798229	  -402.798229
ORTHOMCL8417	 -1074.637060	 -1074.637060
ORTHOMCL5810	 -1405.771874	 -1405.771874
ORTHOMCL9163	 -1332.058847	 -1332.058847
ORTHOMCL4957	 -3305.396977	 -3305.396977
ORTHOMCL8590	  -337.639389	  -337.639389
ORTHOMCL9231	 -4395.845587	 -4395.971513
ORTHOMCL9953	 -2018.465109	 -2020.765069
ORTHOMCL1888	 -1047.970009	 -1051.321044
ORTHOMCL9877	  -971.605444	  -971.605444
ORTHOMCL8675	 -3302.722179	 -3302.722178
ORTHOMCL2427	 -1685.981789	 -1685.981789
ORTHOMCL1306	 -2380.803467	 -2380.803467
ORTHOMCL9044	 -4147.258504	 -4147.264907
ORTHOMCL7643	 -1406.709259	 -1406.714526
ORTHOMCL9566	 -4450.656802	 -4450.656802
ORTHOMCL9306	 -2520.780308	 -2520.780308
ORTHOMCL3936	 -2208.026236	 -2208.266476
ORTHOMCL9426	 -4076.878100	 -4080.628694
ORTHOMCL1771	 -4417.127248	 -4417.127248
ORTHOMCL11707	 -3121.982194	 -3121.982194
ORTHOMCL9174	 -3282.431668	 -3282.792258
ORTHOMCL8899	  -594.827944	  -597.286357
ORTHOMCL4355	 -1678.152416	 -1678.152416
ORTHOMCL8679	 -1887.190072	 -1887.191462
ORTHOMCL5938	 -2370.216065	 -2370.216065
ORTHOMCL935	 -2441.170971	 -2441.170974
ORTHOMCL5973	 -1235.947385	 -1235.947385
ORTHOMCL3777	 -1554.473521	 -1555.879272
ORTHOMCL1701	 -1574.165342	 -1577.696195
ORTHOMCL4884	 -1452.500730	 -1452.500730
ORTHOMCL3664	 -1149.632910	 -1150.693700
ORTHOMCL10096	 -1067.453689	 -1072.049404
ORTHOMCL9508	  -749.252475	  -749.252475
ORTHOMCL9066	 -1081.050334	 -1081.050334
ORTHOMCL1962	 -9289.404411	 -9295.074915
ORTHOMCL10154	 -4406.024706	 -4406.031952
ORTHOMCL10227	 -1956.284576	 -1956.730514
ORTHOMCL5372	 -3812.751657	 -3812.751678
ORTHOMCL7438	 -4307.105131	 -4307.105131
ORTHOMCL4568	 -1182.573792	 -1185.135515
ORTHOMCL8495	  -424.267247	  -424.267247
ORTHOMCL8428	 -2629.852891	 -2629.852891
ORTHOMCL7367	 -1618.492682	 -1618.557017
ORTHOMCL9322	  -154.764709	  -154.764712
ORTHOMCL3626	  -278.998439	  -281.862550
ORTHOMCL5541	 -2391.200989	 -2391.200975
ORTHOMCL2495	  -614.864851	  -614.864851
ORTHOMCL580	 -2644.956712	 -2644.956712
ORTHOMCL9654	 -1986.552105	 -1986.651243
ORTHOMCL5043	 -1680.920535	 -1680.920535
ORTHOMCL9895	 -1957.309307	 -1957.309307
ORTHOMCL11779	  -367.935858	  -367.935858
ORTHOMCL1587	 -2026.593506	 -2026.593505
ORTHOMCL4386	 -2964.148499	 -2964.148500
ORTHOMCL4197	 -2388.958094	 -2388.958094
ORTHOMCL3538	 -3547.887160	 -3547.887160
ORTHOMCL3578	 -2570.372286	 -2570.372286
ORTHOMCL2763	 -1716.479727	 -1716.479727
ORTHOMCL9999	 -2520.604469	 -2520.604469
ORTHOMCL2097	  -286.271452	  -286.271452
ORTHOMCL7611	 -1814.321693	 -1814.321693
ORTHOMCL335	 -2608.941377	 -2608.941377
ORTHOMCL4577	 -1330.520733	 -1330.520733
ORTHOMCL1915	 -4612.505654	 -4612.505654
ORTHOMCL1816	 -3181.183244	 -3181.231216
ORTHOMCL10105	 -2535.995750	 -2536.455476
ORTHOMCL2411	 -4893.604633	 -4893.604633
ORTHOMCL3733	 -1187.743240	 -1187.743240
ORTHOMCL4151	 -2495.321424	 -2495.321424
ORTHOMCL3240	 -1914.662963	 -1914.687673
ORTHOMCL1329	 -3006.230570	 -3006.426049
ORTHOMCL9090	  -666.000186	  -666.000187
ORTHOMCL9260	 -3373.634868	 -3375.405686
ORTHOMCL7027	  -482.058877	  -482.058877
ORTHOMCL8958	 -3660.550936	 -3660.550936
ORTHOMCL2311	 -1519.652887	 -1519.652887
ORTHOMCL6302	 -2091.202589	 -2091.202589
ORTHOMCL7217	  -621.103337	  -621.103337
ORTHOMCL958	 -3196.063693	 -3196.063696
ORTHOMCL2299	 -1463.004777	 -1463.004777
ORTHOMCL10175	 -1366.737860	 -1366.737860
ORTHOMCL9898	 -2126.496430	 -2126.496430
ORTHOMCL9418	  -432.527982	  -439.789980
ORTHOMCL4115	 -4000.071118	 -4000.071118
ORTHOMCL8595	  -821.762706	  -821.762706
ORTHOMCL9689	 -2138.014016	 -2138.014016
ORTHOMCL7419	 -1173.727896	 -1173.727896
ORTHOMCL10206	  -847.972261	  -848.100155
ORTHOMCL2106	 -4647.181650	 -4647.181650
ORTHOMCL9399	 -1121.186120	 -1121.186120
ORTHOMCL7026	 -2456.606479	 -2456.606480
ORTHOMCL3310	 -1854.184457	 -1854.184457
ORTHOMCL4042	  -812.119425	  -812.119425
ORTHOMCL3603	 -2511.058491	 -2511.058491
ORTHOMCL4865	 -1488.507077	 -1488.507078
ORTHOMCL2855	  -624.034225	  -625.275830
ORTHOMCL2150	 -1998.005445	 -1998.005445
ORTHOMCL5997	  -797.946703	  -797.946703
ORTHOMCL4679	 -3065.696775	 -3065.696775
ORTHOMCL827	 -2374.634222	 -2375.038690
ORTHOMCL8444	 -4235.269853	 -4235.269853
ORTHOMCL1505	 -1041.986072	 -1041.986071
ORTHOMCL9295	  -836.489206	  -835.247746
ORTHOMCL3729	 -1456.774462	 -1456.774462
ORTHOMCL10083	 -3825.934280	 -3825.934280
ORTHOMCL9557	 -1749.833222	 -1749.833222
ORTHOMCL11907	 -1032.961884	 -1032.961884
ORTHOMCL8843	 -2740.952000	 -2740.954196
ORTHOMCL2622	 -4361.329303	 -4361.329303
ORTHOMCL4543	 -2401.765093	 -2401.765093
ORTHOMCL8535	 -5910.169456	 -5910.169456
ORTHOMCL7272	 -4242.838758	 -4242.838759
ORTHOMCL2146	 -1105.705562	 -1105.705562
ORTHOMCL3951	 -4396.519675	 -4399.469727
ORTHOMCL5662	 -1760.250581	 -1760.250581
ORTHOMCL4506	 -2894.750043	 -2894.750043
ORTHOMCL9720	 -3146.394293	 -3146.394293
ORTHOMCL1324	 -2521.579238	 -2521.579238
ORTHOMCL7207	 -1259.212497	 -1259.212497
ORTHOMCL3940	 -1402.104008	 -1402.104008
ORTHOMCL4864	 -1689.853389	 -1689.853389
ORTHOMCL3404	 -1487.371999	 -1487.371999
ORTHOMCL2897	 -3064.798318	 -3064.798318
ORTHOMCL1591	 -3687.901017	 -3687.901017
ORTHOMCL2360	 -1583.525643	 -1583.525643
ORTHOMCL4569	 -1200.366113	 -1200.366113
ORTHOMCL9523	 -1978.787715	 -1980.265395
ORTHOMCL3588	 -1259.932772	 -1259.932772
ORTHOMCL5576	  -414.574132	  -414.574132
ORTHOMCL6117	  -969.978392	  -969.978392
ORTHOMCL7488	 -1268.083694	 -1268.083694
ORTHOMCL4406	 -1972.381792	 -1972.381792
ORTHOMCL8834	 -1247.997339	 -1247.997339
ORTHOMCL9531	 -3599.418334	 -3600.622652
ORTHOMCL4412	 -3557.516139	 -3557.674368
ORTHOMCL7652	 -2811.128708	 -2811.128707
ORTHOMCL7394	 -3374.605351	 -3374.605351
ORTHOMCL3585	  -391.020615	  -391.020615
ORTHOMCL1175	 -2750.566332	 -2750.566332
ORTHOMCL2125	  -482.463403	  -482.463403
ORTHOMCL1152	 -5918.898986	 -5918.500143
ORTHOMCL9775	  -870.328375	  -870.328375
ORTHOMCL5020	 -1551.654778	 -1551.654778
ORTHOMCL4777	 -3062.104928	 -3062.104928
ORTHOMCL3675	 -1499.540956	 -1499.540956
ORTHOMCL2822	  -779.059633	  -779.059634
ORTHOMCL5635	 -1805.426226	 -1805.509981
ORTHOMCL9270	  -267.970786	  -272.103409
ORTHOMCL10158	 -1755.545648	 -1755.545648
ORTHOMCL8632	 -2305.804388	 -2305.804388
ORTHOMCL1853	 -3842.454180	 -3842.454183
ORTHOMCL5525	 -1086.556676	 -1097.423412
ORTHOMCL1734	 -2231.304742	 -2231.304752
ORTHOMCL4837	 -4066.499407	 -4066.499407
ORTHOMCL4901	 -4755.929154	 -4755.929154
ORTHOMCL10176	  -826.322981	  -826.322981
ORTHOMCL1308	 -2012.142276	 -2012.142276
ORTHOMCL694	 -3467.480183	 -3467.480177
ORTHOMCL6334	  -577.306146	  -581.833246
ORTHOMCL9943	 -1056.660765	 -1056.660765
ORTHOMCL1006	 -2364.366889	 -2364.366889
ORTHOMCL3484	 -2529.376966	 -2529.376966
ORTHOMCL7625	 -1435.407854	 -1435.407854
ORTHOMCL2174	  -493.263228	  -493.268257
ORTHOMCL1766	 -2536.600234	 -2536.600234
ORTHOMCL4173	 -1263.126459	 -1263.126459
ORTHOMCL7312	 -2823.616698	 -2823.616698
ORTHOMCL4288	 -1822.613400	 -1823.669807
ORTHOMCL10203	   -28.266155	   -28.266155
ORTHOMCL2533	 -3937.333805	 -3937.333805
ORTHOMCL1864	 -7127.044121	 -7127.044003
ORTHOMCL2986	  -780.161384	  -780.161384
ORTHOMCL4540	 -1174.211746	 -1174.213410
ORTHOMCL7818	 -1413.070767	 -1413.070767
ORTHOMCL267	 -1883.946354	 -1883.978727
ORTHOMCL2538	 -7189.400630	 -7189.400630
ORTHOMCL9219	 -1931.987818	 -1932.465631
ORTHOMCL8609	 -1959.060482	 -1959.060482
ORTHOMCL1173	 -1256.352486	 -1256.352486
ORTHOMCL8821	 -1452.766234	 -1452.766234
ORTHOMCL10264	 -5275.484648	 -5275.484648
ORTHOMCL3453	  -954.581611	  -954.581611
ORTHOMCL10069	 -4434.131594	 -4434.131594
ORTHOMCL3889	 -3980.694257	 -3980.694258
ORTHOMCL1831	 -2219.784515	 -2220.442035
ORTHOMCL2273	  -911.936564	  -911.936564
ORTHOMCL11945	  -549.545555	  -549.554564
ORTHOMCL7816	 -2798.887268	 -2798.887282
ORTHOMCL2928	 -4090.144679	 -4090.144679
ORTHOMCL4770	  -465.479809	  -465.479809
ORTHOMCL10254	 -1422.171893	 -1422.171893
ORTHOMCL8526	  -511.518923	  -511.560378
ORTHOMCL2220	 -2136.915350	 -2136.915350
ORTHOMCL7280	 -1792.993146	 -1792.993146
ORTHOMCL4388	 -2111.323923	 -2111.323923
ORTHOMCL4849	 -3423.690285	 -3423.690285
ORTHOMCL7820	 -1278.341634	 -1278.341634
ORTHOMCL3586	 -2250.061898	 -2250.061898
ORTHOMCL4211	 -6726.761147	 -6726.761147
ORTHOMCL7083	 -3098.596726	 -3098.597377
ORTHOMCL7700	 -1162.902499	 -1163.470906
ORTHOMCL2228	 -5472.550110	 -5472.550110
ORTHOMCL11305	  -630.840571	  -630.840572
ORTHOMCL9200	 -1905.344548	 -1915.365414
ORTHOMCL946	 -2511.366709	 -2511.366709
ORTHOMCL4401	 -9232.648864	 -9232.648864
ORTHOMCL1782	 -1212.863221	 -1212.863221
ORTHOMCL2366	 -1212.347586	 -1212.347586
ORTHOMCL6159	 -1581.408514	 -1581.408513
ORTHOMCL2527	  -705.274962	  -705.274962
ORTHOMCL11818	  -736.247445	  -736.247445
ORTHOMCL11537	  -995.321434	  -996.248353
ORTHOMCL7063	 -5770.834220	 -5770.834220
ORTHOMCL7418	 -1714.883618	 -1719.575526
ORTHOMCL5448	 -4700.875512	 -4700.875512
ORTHOMCL4305	 -2563.288041	 -2563.288041
ORTHOMCL9602	 -4680.812322	 -4680.812322
ORTHOMCL4963	 -1662.562649	 -1662.562649
ORTHOMCL3353	 -1623.685954	 -1623.685954
ORTHOMCL9512	 -1340.099685	 -1340.099685
ORTHOMCL4410	  -653.584233	  -653.584233
ORTHOMCL3575	 -1554.772215	 -1554.772215
ORTHOMCL3806	 -1468.182238	 -1468.182238
ORTHOMCL9274	 -2946.916601	 -2946.916449
ORTHOMCL5876	 -1558.401328	 -1558.401328
ORTHOMCL5749	 -2045.902926	 -2045.902926
ORTHOMCL2193	 -3203.633562	 -3203.633562
ORTHOMCL3518	 -4950.285687	 -4952.341461
ORTHOMCL4655	 -2534.575278	 -2535.121758
ORTHOMCL4578	 -2323.516604	 -2323.516604
ORTHOMCL4596	 -1302.554314	 -1302.554314
ORTHOMCL4968	 -1814.674624	 -1814.674624
ORTHOMCL5409	  -423.240574	  -423.240574
ORTHOMCL972	 -2176.904059	 -2176.904059
ORTHOMCL4507	 -1330.533502	 -1330.533502
ORTHOMCL9481	 -1398.052700	 -1398.052700
ORTHOMCL1165	 -2716.776385	 -2716.776385
ORTHOMCL8895	 -2125.864594	 -2125.864594
ORTHOMCL10020	 -1813.344322	 -1813.344329
ORTHOMCL9955	 -3750.744746	 -3750.744718
ORTHOMCL4775	 -2953.988592	 -2953.988612
ORTHOMCL11156	 -1545.844787	 -1545.844778
ORTHOMCL9123	 -1083.234610	 -1083.234610
ORTHOMCL7396	  -911.459294	  -911.459294
ORTHOMCL8894	 -3504.669057	 -3504.669057
ORTHOMCL9014	 -1562.664432	 -1562.664432
ORTHOMCL4139	 -1153.736058	 -1153.736058
ORTHOMCL9258	  -991.779227	  -991.779554
ORTHOMCL3605	 -2896.474216	 -2896.474216
ORTHOMCL3016	 -1188.761701	 -1188.761701
ORTHOMCL2671	  -684.712009	  -687.803061
ORTHOMCL2907	 -2007.123853	 -2007.124805
ORTHOMCL4796	  -911.572896	  -911.572896
ORTHOMCL7146	  -494.851147	  -494.851272
ORTHOMCL11586	  -812.117080	  -812.150406
ORTHOMCL9346	 -1729.464769	 -1729.464769
ORTHOMCL5734	 -1265.388277	 -1265.388277
ORTHOMCL1651	 -2598.039343	 -2598.039343
ORTHOMCL9980	 -3371.425002	 -3371.425002
ORTHOMCL8824	 -2027.682761	 -2027.682761
ORTHOMCL3558	 -1383.695152	 -1383.695152
ORTHOMCL9359	  -491.647900	  -491.647900
ORTHOMCL277	 -1472.114177	 -1472.114177
ORTHOMCL4318	 -1730.769728	 -1730.769728
ORTHOMCL9201	 -1436.758826	 -1437.046473
ORTHOMCL2098	 -2611.518028	 -2611.518028
ORTHOMCL3555	 -1438.881957	 -1438.881957
ORTHOMCL4657	 -1359.593771	 -1360.695998
ORTHOMCL5508	 -1422.612982	 -1423.033112
